scene_name,criterion,trial_idx,seed,method_id,method_name,objective_init,objective_final,reduction_pct,time_sec,iterations,min_eigJ,min_sin_init,min_sin_final
cube,dopt,58,112,pso,PSO,18.9616569817911,17.8484633807522,5.8707612003944,0.17909525,80,0.00243939350713431,1,0.214689430216584
cube,dopt,58,112,de,DE,18.9616569817911,17.9322894011576,5.42867947469961,0.239125666666667,80,0.00210477973946194,1,0.517200962626467
cube,dopt,59,113,gs_sqp,GS-SQP,18.9315775581245,17.805483687284,5.948230502097,0.16050175,15,0.00263163434454584,1,1
cube,dopt,59,113,iso_sqp,Iso-SQP,18.9315775581245,18.6088892202046,1.70449787889656,0.68803275,100,0.00202133631999103,1,1
cube,dopt,59,113,manopt,Manopt,18.9315775581245,17.8054545132836,5.9483846044178,2.03394125,50,0.00264472623349723,1,0.0621898815454376
cube,dopt,59,113,tr_sqp,TR-SQP,18.9315775581245,17.8369807076506,5.7818575716325,4.22678720833333,80,0.00258021612157333,1,0.998069017108773
cube,dopt,59,113,pso,PSO,18.9315775581245,17.9040645217483,5.42750879170768,0.169870458333333,80,0.00254681725034866,1,0.406635361142622
cube,dopt,59,113,de,DE,18.9315775581245,17.975605061169,5.04961878649789,0.247663416666667,80,0.00206662514327686,1,0.557984963124998
cube,dopt,60,114,gs_sqp,GS-SQP,18.6537133424232,17.7962539465366,4.59672227264553,0.28216725,22,0.00264971873070555,1,1
cube,dopt,60,114,iso_sqp,Iso-SQP,18.6537133424232,18.4971036364467,0.839563164189664,0.605390875,100,0.0021002250800356,1,1
cube,dopt,60,114,manopt,Manopt,18.6537133424232,17.796252619363,4.59672938744105,1.96683108333333,50,0.00265266545170202,1,0.666246844948909
cube,dopt,60,114,tr_sqp,TR-SQP,18.6537133424232,17.7994274735559,4.57970942935198,5.50978570833333,80,0.00263680845174458,1,0.998716326986838
cube,dopt,60,114,pso,PSO,18.6537133424232,18.0077141105496,3.4631133223457,0.157352958333333,80,0.00246631115299224,1,0.292043262596016
cube,dopt,60,114,de,DE,18.6537133424232,17.9704938636331,3.66264596355854,0.297650166666667,80,0.00232708480894905,1,0.509662235353024
cube,dopt,61,115,gs_sqp,GS-SQP,18.8347536943535,17.7303073091801,5.8638748512253,0.112022083333333,16,0.00271148925170279,1,1
cube,dopt,61,115,iso_sqp,Iso-SQP,18.8347536943535,18.5194025539504,1.67430456230265,0.633748041666667,100,0.00208466227480604,1,1
cube,dopt,61,115,manopt,Manopt,18.8347536943535,17.7303135170226,5.86384189171515,1.48843366666667,50,0.00271118955317929,1,0.333762237918363
cube,dopt,61,115,tr_sqp,TR-SQP,18.8347536943535,17.7450231554394,5.78574350691305,4.157038875,80,0.00265272398452601,1,0.999382323924868
cube,dopt,61,115,pso,PSO,18.8347536943535,17.8641773383476,5.15311414078555,0.202641291666667,80,0.00251388989877927,1,0.192258694009368
cube,dopt,61,115,de,DE,18.8347536943535,17.9136598056327,4.8903951900199,0.230109208333333,80,0.0023214810089892,1,0.217766209469319
cube,dopt,62,116,gs_sqp,GS-SQP,19.146464868806,17.7463490200712,7.31265984780232,0.0913582083333333,14,0.0026879596423674,1,1
cube,dopt,62,116,iso_sqp,Iso-SQP,19.146464868806,18.6600188949269,2.54065686387691,0.630962,100,0.00198920604075404,1,1
cube,dopt,62,116,manopt,Manopt,19.146464868806,17.7463429681802,7.31269145620127,1.72001183333333,50,0.00269635803052598,1,0.916463069739463
cube,dopt,62,116,tr_sqp,TR-SQP,19.146464868806,17.8261558002786,6.89583731291551,3.966546875,80,0.00259069592232772,1,0.999168431799747
